Sample:float,Data:float
129712,1.551513672
129713,1.551513672
129714,1.551513672
129715,1.551513672
129716,1.551513672
129717,1.551513672
129718,1.551513672
129719,1.551513672
129720,1.551513672
129721,1.551513672
129722,1.551513672
129723,1.551513672
129724,1.551513672
129725,1.551513672
129726,1.551513672
129727,1.551513672
129728,1.551513672
129729,1.551513672
129730,1.551513672
129731,1.551513672
129732,1.551513672
129733,1.551513672
129734,1.551513672
129735,1.551513672
129736,1.551513672
129737,1.551513672
129738,1.551513672
129739,1.551513672
129740,1.551513672
129741,1.551513672
129742,1.551513672
129743,1.551513672
129744,1.551513672
129745,1.551513672
129746,1.551513672
129747,1.551513672
129748,1.551513672
129749,1.551513672
129750,1.551513672
129751,1.551513672
129752,1.551513672
129753,1.551513672
129754,1.551513672
129755,1.551513672
129756,1.551513672
129757,1.551513672
129758,1.551513672
129759,1.551513672
129760,1.551513672
129761,1.551513672
129762,1.551513672
129763,1.551513672
129764,1.551513672
129765,1.551513672
129766,1.551513672
129767,1.551513672
129768,1.551513672
129769,1.551513672
129770,1.551513672
129771,1.551513672
129772,1.551513672
129773,1.551513672
129774,1.551513672
129775,1.551513672
129776,1.551513672
129777,1.551513672
129778,1.551513672
129779,1.551513672
129780,1.551513672
129781,1.551513672
129782,1.551513672
129783,1.551513672
129784,1.551513672
129785,1.551513672
129786,1.551513672
129787,1.551513672
129788,1.551513672
129789,1.551513672
129790,1.551513672
129791,1.551513672
129792,1.551513672
129793,1.551513672
129794,1.551513672
129795,1.551513672
129796,1.551513672
129797,1.551513672
129798,1.551513672
129799,1.551513672
129800,1.551513672
129801,1.551513672
129802,1.551513672
129803,1.551513672
129804,1.551513672
129805,1.551513672
129806,1.551513672
129807,1.551513672
129808,1.551513672
129809,1.551513672
129810,1.551513672
129811,1.551513672
129812,1.551513672
129813,1.551513672
129814,1.551513672
129815,1.551513672
129816,1.551513672
129817,1.551513672
129818,1.551513672
129819,1.551513672
129820,1.551513672
129821,1.551513672
129822,1.551513672
129823,1.551513672
129824,1.551513672
129825,1.551513672
129826,1.551513672
129827,1.551513672
129828,1.551513672
129829,1.551513672
129830,1.551513672
129831,1.551513672
129832,1.551513672
129833,1.551513672
129834,1.551513672
129835,1.551513672
129836,1.551513672
129837,1.551513672
129838,1.551513672
129839,1.551513672
129840,1.551513672
129841,1.551513672
129842,1.551513672
129843,1.551513672
129844,1.551513672
129845,1.551513672
129846,1.551513672
129847,1.551513672
129848,1.551513672
129849,1.551513672
129850,1.551513672
129851,1.551513672
129852,1.551513672
129853,1.551513672
129854,1.551513672
129855,1.551513672
129856,1.551513672
129857,1.551513672
129858,1.551513672
129859,1.551513672
129860,1.551513672
129861,1.551513672
129862,1.551513672
129863,1.551513672
129864,1.551513672
129865,1.551513672
129866,1.551513672
129867,1.551513672
129868,1.551513672
129869,1.551513672
129870,1.551513672
129871,1.551513672
129872,1.551513672
129873,1.551513672
129874,1.551513672
129875,1.551513672
129876,1.551513672
129877,1.551513672
129878,1.551513672
129879,1.551513672
129880,1.551513672
129881,1.551513672
129882,1.551513672
129883,1.551513672
129884,1.551513672
129885,1.551513672
129886,1.551513672
129887,1.551513672
129888,1.551513672
129889,1.551513672
129890,1.551513672
129891,1.551513672
129892,1.551513672
129893,1.551513672
129894,1.551513672
129895,1.551513672
129896,1.551513672
129897,1.551513672
129898,1.551513672
129899,1.551513672
129900,1.551513672
129901,1.551513672
129902,1.551513672
129903,1.551513672
129904,1.551513672
129905,1.551513672
129906,1.551513672
129907,1.551513672
129908,1.551513672
129909,1.551513672
129910,1.551513672
129911,1.551513672
129912,1.551513672
129913,1.551513672
129914,1.551513672
129915,1.551513672
129916,1.551513672
129917,1.551513672
129918,1.551513672
129919,1.551513672
129920,1.551513672
129921,1.551513672
129922,1.551513672
129923,1.551513672
129924,1.551513672
129925,1.551513672
129926,1.551513672
129927,1.551513672
129928,1.551513672
129929,1.551513672
129930,1.551513672
129931,1.551513672
129932,1.551513672
129933,1.551513672
129934,1.551513672
129935,1.551513672
129936,1.551513672
129937,1.551513672
129938,1.551513672
129939,1.551513672
129940,1.551513672
129941,1.551513672
129942,1.551513672
129943,1.551513672
129944,1.551513672
129945,1.551513672
129946,1.551513672
129947,1.551513672
129948,1.551513672
129949,1.551513672
129950,1.551513672
129951,1.551513672
129952,1.551513672
129953,1.551513672
129954,1.551513672
129955,1.551513672
129956,1.551513672
129957,1.551513672
129958,1.551513672
129959,1.551513672
129960,1.551513672
129961,1.551513672
129962,1.551513672
129963,1.551513672
129964,1.551513672
129965,1.551513672
129966,1.551513672
129967,1.551513672
129968,1.551513672
129969,1.551513672
129970,1.551513672
129971,1.551513672
129972,1.551513672
129973,1.551513672
129974,1.551513672
129975,1.551513672
129976,1.551513672
129977,1.551513672
129978,1.551513672
129979,1.551513672
129980,1.551513672
129981,1.551513672
129982,1.551513672
129983,1.551513672
129984,1.551513672
129985,1.551513672
129986,1.551513672
129987,1.551513672
129988,1.551513672
129989,1.551513672
129990,1.551513672
129991,1.551513672
129992,1.551513672
129993,1.551513672
129994,1.551513672
129995,1.551513672
129996,1.551513672
129997,1.551513672
129998,1.551513672
129999,1.551513672
130000,1.551513672
130001,1.551513672
130002,1.551513672
130003,1.551513672
130004,1.551513672
130005,1.551513672
130006,1.551513672
130007,1.551513672
130008,1.551513672
130009,1.551513672
130010,1.551513672
130011,1.551513672
130012,1.551513672
130013,1.551513672
130014,1.551513672
130015,1.551513672
130016,1.551513672
130017,1.551513672
130018,1.551513672
130019,1.551513672
130020,1.551513672
130021,1.551513672
130022,1.551513672
130023,1.551513672
130024,1.551513672
130025,1.551513672
130026,1.551513672
130027,1.551513672
130028,1.551513672
130029,1.551513672
130030,1.551513672
130031,1.551513672
130032,1.551513672
130033,1.551513672
130034,1.551513672
130035,1.551513672
130036,1.551513672
130037,1.551513672
130038,1.551513672
130039,1.551513672
130040,1.551513672
130041,1.551513672
130042,1.551513672
130043,1.551513672
130044,1.551513672
130045,1.551513672
130046,1.551513672
130047,1.551513672
130048,1.551513672
130049,1.551513672
130050,1.551513672
130051,1.551513672
130052,1.551513672
130053,1.551513672
130054,1.551513672
130055,1.551513672
130056,1.551513672
130057,1.551513672
130058,1.551513672
130059,1.551513672
130060,1.551513672
130061,1.551513672
130062,1.551513672
130063,1.551513672
130064,1.551513672
130065,1.551513672
130066,1.551513672
130067,1.551513672
130068,1.551513672
130069,1.551513672
130070,1.551513672
130071,1.551513672
130072,1.551513672
130073,1.551513672
130074,1.551513672
130075,1.551513672
130076,1.551513672
130077,1.551513672
130078,1.551513672
130079,1.551513672
130080,1.551513672
130081,1.551513672
130082,1.551513672
130083,1.551513672
130084,1.551513672
130085,1.551513672
130086,1.551513672
130087,1.551513672
130088,1.551513672
130089,1.551513672
130090,1.551513672
130091,1.551513672
130092,1.551513672
130093,1.551513672
130094,1.551513672
130095,1.551513672
130096,1.551513672
130097,1.551513672
130098,1.551513672
130099,1.551513672
130100,1.551513672
130101,1.551513672
130102,1.551513672
130103,1.551513672
130104,1.551513672
130105,1.551513672
130106,1.551513672
130107,1.551513672
130108,1.551513672
130109,1.551513672
130110,1.551513672
130111,1.551513672
130112,1.551513672
130113,1.551513672
130114,1.551513672
130115,1.551513672
130116,1.551513672
130117,1.551513672
130118,1.551513672
130119,1.551513672
130120,1.551513672
130121,1.551513672
130122,1.551513672
130123,1.551513672
130124,1.551513672
130125,1.551513672
130126,1.551513672
130127,1.551513672
130128,1.551513672
130129,1.551513672
130130,1.551513672
130131,1.551513672
130132,1.551513672
130133,1.551513672
130134,1.551513672
130135,1.551513672
130136,1.551513672
130137,1.551513672
130138,1.551513672
130139,1.551513672
130140,1.551513672
130141,1.551513672
130142,1.551513672
130143,1.551513672
130144,1.551513672
130145,1.551513672
130146,1.551513672
130147,1.551513672
130148,1.551513672
130149,1.551513672
130150,1.551513672
130151,1.551513672
130152,1.551513672
130153,1.551513672
130154,1.551513672
130155,1.551513672
130156,1.551513672
130157,1.551513672
130158,1.551513672
130159,1.551513672
130160,1.551513672
130161,1.551513672
130162,1.551513672
130163,1.551513672
130164,1.551513672
130165,1.551513672
130166,1.551513672
130167,1.551513672
130168,1.551513672
130169,1.551513672
130170,1.551513672
130171,1.551513672
130172,1.551513672
130173,1.551513672
130174,1.551513672
130175,1.551513672
130176,1.551513672
130177,1.551513672
130178,1.551513672
130179,1.551513672
130180,1.551513672
130181,1.551513672
130182,1.551513672
130183,1.551513672
130184,1.551513672
130185,1.551513672
130186,1.551513672
130187,1.551513672
130188,1.551513672
130189,1.551513672
130190,1.551513672
130191,1.551513672
130192,1.551513672
130193,1.551513672
130194,1.551513672
130195,1.551513672
130196,1.551513672
130197,1.551513672
130198,1.551513672
130199,1.551513672
130200,1.551513672
130201,1.551513672
130202,1.551513672
130203,1.551513672
130204,1.551513672
130205,1.551513672
130206,1.551513672
130207,1.551513672
130208,1.551513672
130209,1.551513672
130210,1.551513672
130211,1.551513672
130212,1.551513672
130213,1.551513672
130214,1.551513672
130215,1.551513672
130216,1.551513672
130217,1.551513672
130218,1.551513672
130219,1.551513672
130220,1.551513672
130221,1.551513672
130222,1.551513672
130223,1.551513672
130224,1.551513672
130225,1.551513672
130226,1.551513672
130227,1.551513672
130228,1.551513672
130229,1.551513672
130230,1.551513672
130231,1.551513672
130232,1.551513672
130233,1.551513672
130234,1.551513672
130235,1.551513672
130236,1.551513672
130237,1.551513672
130238,1.551513672
130239,1.551513672
130240,1.551513672
130241,1.551513672
130242,1.551513672
130243,1.551513672
130244,1.551513672
130245,1.551513672
130246,1.551513672
130247,1.551513672
130248,1.551513672
130249,1.551513672
130250,1.551513672
130251,1.551513672
130252,1.551513672
130253,1.551513672
130254,1.551513672
130255,1.551513672
130256,1.551513672
130257,1.551513672
130258,1.551513672
130259,1.551513672
130260,1.551513672
130261,1.551513672
130262,1.551513672
130263,1.551513672
130264,1.551513672
130265,1.551513672
130266,1.551513672
130267,1.551513672
130268,1.551513672
130269,1.551513672
130270,1.551513672
130271,1.551513672
130272,1.551513672
130273,1.551513672
130274,1.551513672
130275,1.551513672
130276,1.551513672
130277,1.551513672
130278,1.551513672
130279,1.551513672
130280,1.551513672
130281,1.551513672
130282,1.551513672
130283,1.551513672
130284,1.551513672
130285,1.551513672
130286,1.551513672
130287,1.551513672
130288,1.551513672
130289,1.551513672
130290,1.551513672
130291,1.551513672
130292,1.551513672
130293,1.551513672
130294,1.551513672
130295,1.551513672
130296,1.551513672
130297,1.551513672
130298,1.551513672
130299,1.551513672
130300,1.551513672
130301,1.551513672
130302,1.551513672
130303,1.551513672
130304,1.551513672
130305,1.551513672
130306,1.551513672
130307,1.551513672
130308,1.551513672
130309,1.551513672
130310,1.551513672
130311,1.551513672
130312,1.551513672
130313,1.551513672
130314,1.551513672
130315,1.551513672
130316,1.551513672
130317,1.551513672
130318,1.551513672
130319,1.551513672
130320,1.551513672
130321,1.551513672
130322,1.551513672
130323,1.551513672
130324,1.551513672
130325,1.551513672
130326,1.551513672
130327,1.551513672
130328,1.551513672
130329,1.551513672
130330,1.551513672
130331,1.551513672
130332,1.551513672
130333,1.551513672
130334,1.551513672
130335,1.551513672
130336,1.551513672
130337,1.551513672
130338,1.551513672
130339,1.551513672
130340,1.551513672
130341,1.551513672
130342,1.551513672
130343,1.551513672
130344,1.551513672
130345,1.551513672
130346,1.551513672
130347,1.551513672
130348,1.551513672
130349,1.551513672
130350,1.551513672
130351,1.551513672
130352,1.551513672
130353,1.551513672
130354,1.551513672
130355,1.551513672
130356,1.551513672
130357,1.551513672
130358,1.551513672
130359,1.551513672
130360,1.551513672
130361,1.551513672
130362,1.551513672
130363,1.551513672
130364,1.551513672
130365,1.551513672
130366,1.551513672
130367,1.551513672
130368,1.551513672
130369,1.551513672
130370,1.551513672
130371,1.551513672
130372,1.551513672
130373,1.551513672
130374,1.551513672
130375,1.551513672
130376,1.551513672
130377,1.551513672
130378,1.551513672
130379,1.551513672
130380,1.551513672
130381,1.551513672
130382,1.551513672
130383,1.551513672
130384,1.551513672
130385,1.551513672
130386,1.551513672
130387,1.551513672
130388,1.551513672
130389,1.551513672
130390,1.551513672
130391,1.551513672
130392,1.551513672
130393,1.551513672
130394,1.551513672
130395,1.551513672
130396,1.551513672
130397,1.551513672
130398,1.551513672
130399,1.551513672
130400,1.551513672
130401,1.551513672
130402,1.551513672
130403,1.551513672
130404,1.551513672
130405,1.551513672
130406,1.551513672
130407,1.551513672
130408,1.551513672
130409,1.551513672
130410,1.551513672
130411,1.551513672
130412,1.551513672
130413,1.551513672
130414,1.551513672
130415,1.551513672
130416,1.551513672
130417,1.551513672
130418,1.551513672
130419,1.551513672
130420,1.551513672
130421,1.551513672
130422,1.551513672
130423,1.551513672
130424,1.551513672
130425,1.551513672
130426,1.551513672
130427,1.551513672
130428,1.551513672
130429,1.551513672
130430,1.551513672
130431,1.551513672
130432,1.551513672
130433,1.551513672
130434,1.551513672
130435,1.551513672
130436,1.551513672
130437,1.551513672
130438,1.551513672
130439,1.551513672
130440,1.551513672
130441,1.551513672
130442,1.551513672
130443,1.551513672
130444,1.551513672
130445,1.551513672
130446,1.551513672
130447,1.551513672
130448,1.551513672
130449,1.551513672
130450,1.551513672
130451,1.551513672
130452,1.551513672
130453,1.551513672
130454,1.551513672
130455,1.551513672
130456,1.551513672
130457,1.551513672
130458,1.551513672
130459,1.551513672
130460,1.551513672
130461,1.551513672
130462,1.551513672
130463,1.551513672
130464,1.551513672
130465,1.551513672
130466,1.551513672
130467,1.551513672
130468,1.551513672
130469,1.551513672
130470,1.551513672
130471,1.551513672
130472,1.551513672
130473,1.551513672
130474,1.551513672
130475,1.551513672
130476,1.551513672
130477,1.551513672
130478,1.551513672
130479,1.551513672
130480,1.551513672
130481,1.551513672
130482,1.551513672
130483,1.551513672
130484,1.551513672
130485,1.551513672
130486,1.551513672
130487,1.551513672
130488,1.551513672
130489,1.551513672
130490,1.551513672
130491,1.551513672
130492,1.551513672
130493,1.551513672
130494,1.551513672
130495,1.551513672
130496,1.551513672
130497,1.551513672
130498,1.551513672
130499,1.551513672
130500,1.551513672
130501,1.551513672
130502,1.551513672
130503,1.551513672
130504,1.551513672
130505,1.551513672
130506,1.551513672
130507,1.551513672
130508,1.551513672
130509,1.551513672
130510,1.551513672
130511,1.551513672
130512,1.551513672
130513,1.551513672
130514,1.551513672
130515,1.551513672
130516,1.551513672
130517,1.551513672
130518,1.551513672
130519,1.551513672
130520,1.551513672
130521,1.551513672
130522,1.551513672
130523,1.551513672
130524,1.551513672
130525,1.551513672
130526,1.551513672
130527,1.551513672
130528,1.551513672
130529,1.551513672
130530,1.551513672
130531,1.551513672
130532,1.551513672
130533,1.551513672
130534,1.551513672
130535,1.551513672
130536,1.551513672
130537,1.551513672
130538,1.551513672
130539,1.551513672
130540,1.551513672
130541,1.551513672
130542,1.551513672
130543,1.551513672
130544,1.551513672
130545,1.551513672
130546,1.551513672
130547,1.551513672
130548,1.551513672
130549,1.551513672
130550,1.551513672
130551,1.551513672
130552,1.551513672
130553,1.551513672
130554,1.551513672
130555,1.551513672
130556,1.551513672
130557,1.551513672
130558,1.551513672
130559,1.551513672
130560,1.551513672
130561,1.551513672
130562,1.551513672
130563,1.551513672
130564,1.551513672
130565,1.551513672
130566,1.551513672
130567,1.551513672
130568,1.551513672
130569,1.551513672
130570,1.551513672
130571,1.551513672
130572,1.551513672
130573,1.551513672
130574,1.551513672
130575,1.551513672
130576,1.551513672
130577,1.551513672
130578,1.551513672
130579,1.551513672
130580,1.551513672
130581,1.551513672
130582,1.551513672
130583,1.551513672
130584,1.551513672
130585,1.551513672
130586,1.551513672
130587,1.551513672
130588,1.551513672
130589,1.551513672
130590,1.551513672
130591,1.551513672
130592,1.551513672
130593,1.551513672
130594,1.551513672
130595,1.551513672
130596,1.551513672
130597,1.551513672
130598,1.551513672
130599,1.551513672
130600,1.551513672
130601,1.551513672
130602,1.551513672
130603,1.551513672
130604,1.551513672
130605,1.551513672
130606,1.551513672
130607,1.551513672
130608,1.551513672
130609,1.551513672
130610,1.551513672
130611,1.551513672
130612,1.551513672
130613,1.551513672
130614,1.551513672
130615,1.551513672
130616,1.551513672
130617,1.551513672
130618,1.551513672
130619,1.551513672
130620,1.551513672
130621,1.551513672
130622,1.551513672
130623,1.551513672
130624,1.551513672
130625,1.551513672
130626,1.551513672
130627,1.551513672
130628,1.551513672
130629,1.551513672
130630,1.551513672
130631,1.551513672
130632,1.551513672
130633,1.551513672
130634,1.551513672
130635,1.551513672
130636,1.551513672
130637,1.551513672
130638,1.551513672
130639,1.551513672
130640,1.551513672
130641,1.551513672
130642,1.551513672
130643,1.551513672
130644,1.551513672
130645,1.551513672
130646,1.551513672
130647,1.551513672
130648,1.551513672
130649,1.551513672
130650,1.551513672
130651,1.551513672
130652,1.551513672
130653,1.551513672
130654,1.551513672
130655,1.551513672
130656,1.551513672
130657,1.551513672
130658,1.551513672
130659,1.551513672
130660,1.551513672
130661,1.551513672
130662,1.551513672
130663,1.551513672
130664,1.551513672
130665,1.551513672
130666,1.551513672
130667,1.551513672
130668,1.551513672
130669,1.551513672
130670,1.551513672
130671,1.551513672
130672,1.551513672
130673,1.551513672
130674,1.551513672
130675,1.551513672
130676,1.551513672
130677,1.551513672
130678,1.551513672
130679,1.551513672
130680,1.551513672
130681,1.551513672
130682,1.551513672
130683,1.551513672
130684,1.551513672
130685,1.551513672
130686,1.551513672
130687,1.551513672
130688,1.551513672
130689,1.551513672
130690,1.551513672
130691,1.551513672
130692,1.551513672
130693,1.551513672
130694,1.551513672
130695,1.551513672
130696,1.551513672
130697,1.551513672
130698,1.551513672
130699,1.551513672
130700,1.551513672
130701,1.551513672
130702,1.551513672
130703,1.551513672
130704,1.551513672
130705,1.551513672
130706,1.551513672
130707,1.551513672
130708,1.551513672
130709,1.551513672
130710,1.551513672
130711,1.551513672
130712,1.551513672
130713,1.551513672
130714,1.551513672
130715,1.551513672
130716,1.551513672
130717,1.551513672
130718,1.551513672
130719,1.551513672
130720,1.551513672
130721,1.551513672
130722,1.551513672
130723,1.551513672
130724,1.551513672
130725,1.551513672
130726,1.551513672
130727,1.551513672
130728,1.551513672
130729,1.551513672
130730,1.551513672
130731,1.551513672
130732,1.551513672
130733,1.551513672
130734,1.551513672
130735,1.551513672
130736,1.551513672
130737,1.551513672
130738,1.551513672
130739,1.551513672
130740,1.551513672
130741,1.551513672
130742,1.551513672
130743,1.551513672
130744,1.551513672
130745,1.551513672
130746,1.551513672
130747,1.551513672
130748,1.551513672
130749,1.551513672
130750,1.551513672
